# 250
0	1	1
0	3	-1
0	4	1
0	5	-1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	12	1
0	13	1
0	14	1
0	15	1
0	16	1
0	17	1
0	18	1
0	19	-1
0	20	1
0	21	1
0	22	1
0	24	1
0	25	-1
0	26	-1
0	27	1
0	28	-1
0	29	-1
0	30	-1
0	31	-1
0	32	-1
0	33	-1
0	34	-1
0	36	-1
0	37	-1
0	38	-1
0	39	-1
0	40	-1
0	41	-1
0	42	-1
0	43	-1
0	44	-1
0	45	-1
0	46	-1
0	47	-1
0	48	-1
0	49	-1
0	50	-1
0	51	-1
0	57	-1
0	58	-1
0	63	1
0	67	-1
0	70	-1
0	71	-1
0	72	1
0	79	1
0	84	-1
0	85	1
0	86	1
0	90	1
0	93	-1
0	96	1
0	100	-1
0	108	-1
0	112	-1
0	114	1
0	115	1
0	116	-1
0	126	-1
0	129	-1
0	132	-1
0	133	1
0	134	1
0	136	1
0	139	-1
0	141	1
0	143	1
0	144	-1
0	148	-1
0	150	-1
0	151	-1
0	154	1
0	156	-1
0	159	1
0	161	-1
0	165	1
0	166	1
0	167	1
0	168	1
0	169	1
0	170	1
0	172	-1
0	174	-1
0	175	1
0	181	-1
0	184	1
0	186	1
0	187	1
0	189	1
0	192	1
0	198	-1
0	200	-1
0	204	1
0	207	1
0	208	1
0	214	-1
0	219	1
0	221	-1
0	224	-1
0	229	1
0	230	-1
0	234	1
0	235	-1
0	238	-1
0	240	-1
0	244	1
0	245	1
0	247	-1
0	249	1
1	2	1
1	3	1
1	4	1
1	5	1
1	6	1
1	7	1
1	8	1
1	9	1
1	10	1
1	11	1
1	12	1
1	13	1
1	14	1
1	15	1
1	16	-1
1	17	1
1	18	1
1	19	1
1	20	1
1	21	1
1	22	1
1	23	-1
1	24	1
1	26	-1
1	27	-1
1	28	-1
1	30	-1
1	31	-1
1	32	-1
1	33	-1
1	34	-1
1	35	-1
1	36	-1
1	37	1
1	38	-1
1	39	1
1	40	-1
1	41	-1
1	42	-1
1	43	-1
1	45	-1
1	46	-1
1	47	-1
1	48	-1
1	49	-1
1	50	1
1	56	-1
1	57	1
1	58	1
1	62	-1
1	65	-1
1	68	-1
1	71	-1
1	73	1
1	75	-1
1	81	-1
1	83	1
1	86	-1
1	90	1
1	93	1
1	97	-1
1	98	-1
1	100	-1
1	102	1
1	105	1
1	108	1
1	113	1
1	115	-1
1	117	1
1	121	-1
1	122	1
1	132	-1
1	135	-1
1	139	1
1	140	-1
1	141	1
1	147	1
1	155	-1
1	157	-1
1	159	1
1	160	-1
1	165	1
1	169	1
1	173	-1
1	174	-1
1	175	1
1	181	-1
1	187	-1
1	191	-1
1	194	1
1	196	1
1	198	1
1	202	1
1	204	1
1	207	1
1	213	-1
1	214	1
1	215	1
1	216	-1
1	219	-1
1	225	1
1	226	-1
1	230	-1
1	234	-1
1	235	1
1	237	-1
1	238	1
1	239	1
2	3	1
2	4	1
2	6	1
2	7	1
2	8	1
2	9	1
2	10	1
2	11	1
2	12	1
2	13	1
2	14	1
2	15	1
2	17	1
2	18	1
2	19	1
2	20	1
2	21	1
2	22	1
2	23	1
2	24	1
2	25	-1
2	26	-1
2	27	-1
2	28	-1
2	29	-1
2	30	-1
2	31	-1
2	32	-1
2	33	-1
2	34	-1
2	35	-1
2	36	-1
2	37	-1
2	38	-1
2	39	-1
2	40	-1
2	41	-1
2	43	-1
2	44	-1
2	45	-1
2	46	-1
2	47	-1
2	48	1
2	49	-1
2	50	1
2	51	-1
2	52	1
2	57	1
2	62	-1
2	71	-1
2	73	1
2	74	-1
2	75	-1
2	81	1
2	82	-1
2	83	-1
2	89	-1
2	91	1
2	92	-1
2	100	-1
2	101	-1
2	104	-1
2	106	1
2	107	1
2	108	-1
2	112	1
2	117	1
2	119	-1
2	123	-1
2	124	1
2	127	-1
2	129	-1
2	131	-1
2	137	1
2	144	-1
2	145	1
2	147	-1
2	148	1
2	151	1
2	155	-1
2	156	1
2	157	-1
2	162	1
2	163	1
2	165	1
2	171	1
2	172	1
2	173	-1
2	175	-1
2	176	-1
2	179	1
2	180	-1
2	181	1
2	185	1
2	189	1
2	190	1
2	193	-1
2	195	-1
2	200	-1
2	201	1
2	204	-1
2	206	-1
2	207	1
2	209	1
2	211	-1
2	212	-1
2	213	1
2	216	1
2	219	-1
2	221	-1
2	222	1
2	224	1
2	229	1
2	237	-1
2	238	1
2	239	-1
2	240	1
2	241	1
2	242	1
2	244	-1
2	246	1
3	4	1
3	5	1
3	6	-1
3	7	1
3	8	1
3	9	1
3	10	1
3	11	1
3	13	1
3	14	1
3	15	1
3	16	1
3	18	-1
3	19	1
3	20	1
3	21	1
3	22	1
3	23	1
3	24	1
3	25	-1
3	27	-1
3	28	-1
3	29	-1
3	30	-1
3	31	-1
3	32	-1
3	33	-1
3	34	-1
3	36	1
3	37	-1
3	38	-1
3	39	-1
3	40	-1
3	41	-1
3	42	-1
3	43	-1
3	44	-1
3	45	-1
3	46	-1
3	47	-1
3	48	-1
3	49	-1
3	52	-1
3	54	1
3	56	-1
3	58	1
3	59	-1
3	60	-1
3	62	-1
3	63	1
3	66	-1
3	71	-1
3	72	1
3	73	1
3	75	-1
3	82	-1
3	89	1
3	90	-1
3	91	-1
3	93	1
3	95	1
3	99	1
3	107	-1
3	109	-1
3	117	1
3	127	-1
3	129	1
3	130	1
3	133	1
3	136	-1
3	139	1
3	140	1
3	141	1
3	144	-1
3	148	1
3	150	-1
3	152	-1
3	156	1
3	161	-1
3	163	-1
3	165	-1
3	166	1
3	174	-1
3	176	1
3	180	-1
3	182	1
3	183	-1
3	184	1
3	186	-1
3	191	-1
3	193	-1
3	195	-1
3	196	-1
3	197	-1
3	198	1
3	205	1
3	206	1
3	207	1
3	208	1
3	209	-1
3	210	-1
3	212	1
3	213	-1
3	214	1
3	216	-1
3	220	1
3	229	-1
3	234	-1
3	236	1
3	237	1
3	243	1
4	5	1
4	6	1
4	7	1
4	8	1
4	9	1
4	11	1
4	12	1
4	13	1
4	14	1
4	15	1
4	16	1
4	17	1
4	18	1
4	19	1
4	20	1
4	21	1
4	22	1
4	23	1
4	24	1
4	25	-1
4	26	-1
4	27	-1
4	28	-1
4	29	-1
4	30	-1
4	31	-1
4	32	-1
4	33	-1
4	34	-1
4	35	-1
4	36	-1
4	37	-1
4	38	-1
4	39	-1
4	40	-1
4	41	-1
4	42	-1
4	43	-1
4	44	-1
4	47	-1
4	48	1
4	49	-1
4	56	-1
4	57	1
4	58	1
4	59	-1
4	71	1
4	72	-1
4	73	1
4	77	-1
4	79	1
4	83	-1
4	88	-1
4	89	-1
4	92	-1
4	99	1
4	106	1
4	108	1
4	110	-1
4	111	-1
4	113	-1
4	120	1
4	123	-1
4	125	-1
4	126	1
4	127	-1
4	131	1
4	134	1
4	139	1
4	142	1
4	144	-1
4	146	-1
4	149	1
4	150	-1
4	158	1
4	159	-1
4	160	1
4	170	-1
4	172	1
4	178	-1
4	180	1
4	182	-1
4	186	1
4	190	-1
4	192	1
4	195	-1
4	196	1
4	198	1
4	200	1
4	201	-1
4	202	-1
4	204	1
4	207	-1
4	210	-1
4	212	-1
4	214	-1
4	215	1
4	217	1
4	221	-1
4	222	-1
4	225	1
4	226	1
4	230	1
4	232	1
4	234	1
4	235	1
4	240	-1
4	242	-1
4	244	-1
4	245	1
4	247	-1
4	249	1
5	6	1
5	7	1
5	8	1
5	10	1
5	11	1
5	12	1
5	13	1
5	14	-1
5	15	1
5	16	1
5	17	1
5	18	1
5	19	1
5	20	1
5	21	1
5	22	1
5	23	1
5	24	1
5	25	-1
5	26	-1
5	27	-1
5	28	-1
5	29	-1
5	30	-1
5	31	-1
5	32	-1
5	33	-1
5	34	-1
5	35	-1
5	36	-1
5	37	-1
5	38	-1
5	39	-1
5	40	-1
5	41	-1
5	42	-1
5	43	-1
5	44	-1
5	45	-1
5	46	-1
5	47	-1
5	48	-1
5	49	-1
5	50	1
5	57	-1
5	60	1
5	62	-1
5	63	-1
5	65	1
5	66	-1
5	67	1
5	68	1
5	71	-1
5	76	-1
5	78	1
5	80	-1
5	85	1
5	86	1
5	90	1
5	92	-1
5	93	-1
5	95	1
5	96	-1
5	97	-1
5	100	1
5	102	1
5	103	-1
5	104	1
5	105	-1
5	107	1
5	108	1
5	109	-1
5	111	1
5	113	1
5	115	-1
5	121	-1
5	122	-1
5	126	-1
5	127	1
5	130	-1
5	132	-1
5	138	1
5	140	1
5	143	-1
5	147	1
5	155	-1
5	160	1
5	161	-1
5	162	-1
5	164	-1
5	169	1
